"speciesid","Year","spending"
"11349",2010,790.028885832187
"11349",2011,3814.3619386394
"11349",2012,8991.62587108014
"11349",2013,6092.78626609442
"11393",2014,203711.54626109
"11393",2015,109703.450632911
"11393",2016,123073.90125
"11393",2000,31313.5888501742
"11393",2001,210759.704686618
"11393",2002,105887.55975542
"11393",2003,213956.315217391
"11393",2004,25380.630492324
"11393",2005,288367.115207373
"11393",2006,19573.9583333333
"11393",2007,85247.033285094
"11393",2008,42864.6089177891
"11393",2009,84129.2895104895
"11393",2010,63400.0990371389
"11393",2011,278841.845709204
"11393",2012,203367.881968641
"11393",2013,247123.915879828
"11411",1996,13450.0382409178
"11411",1997,12186.2803738318
"11411",1998,0
"11411",1999,0
"11411",2000,0
"11411",2001,138.396386222473
"11411",2002,0
"11411",2003,0
"11411",2004,0
"11411",2005,2635.48387096774
"11411",2006,3862.51339285714
"11411",2008,7968.88063167673
"11411",2009,3199.44055944056
"11411",2010,1123.79642365887
"11424",2014,3210.01267427123
"11424",2015,3516.20253164557
"11424",2016,11136.73125
"11424",1996,13075.1242829828
"11424",1997,10307.9439252336
"11424",1998,5262.88343558282
"11424",1999,3677.97118847539
"11424",2000,1423.34494773519
"11424",2001,830.378317334839
"11424",2002,1089.9388549194
"11424",2003,1065.65217391304
"11424",2004,4152.03811540498
"11424",2005,6350.26113671275
"11424",2006,425.520833333333
"11424",2007,591.172214182344
"11424",2008,1707.61727821644
"11424",2009,22853.1468531468
"11424",2010,1573.31499312242
"11424",2011,4686.21609604269
"11424",2012,1387.76132404181
"11424",2013,3471.37339055794
"11619",2015,32266.3291139241
"11619",2016,561.6875
"11619",1997,39704.6728971963
"11619",1998,29321.7791411043
"11619",1999,25010.2040816327
"11619",2000,93940.7665505226
"11619",2001,103382.100508187
"11619",2002,42507.6153418566
"11619",2003,8525.21739130435
"11619",2004,14324.5314981472
"11619",2005,39162.0353302611
"11619",2006,13330.9598214286
"11619",2007,12867.4544138929
"11619",2008,27695.2754296331
"11619",2009,26565.6405594406
"11619",2010,15788.2159559835
"11619",2011,16456.2472209871
"11619",2012,3791.79094076655
"11619",2013,3024.3025751073
"11900",2014,37277.566539924
"11900",2015,32576.582278481
"11900",2016,19403.75
"11900",1996,781.070745697897
"11900",1997,0
"11900",1998,6014.72392638037
"11900",1999,147.118847539016
"11900",2000,711.672473867596
"11900",2001,691.981931112366
"11900",2002,681.211784324625
"11900",2003,666.032608695652
"11900",2004,3243.77977766014
"11900",2005,10797.9539170507
"11900",2006,22618.255952381
"11900",2007,25124.8191027496
"11900",2008,25045.0534138411
"11900",2009,23995.8041958042
"11900",2010,48885.1444291609
"11900",2011,54781.866162739
"11900",2012,55286.2761324042
"11900",2013,56383.5193133047
"12010",2014,2588.71989860583
"12010",2015,5067.46835443038
"12010",2016,3063.75
"12066",2014,105145.518377693
"12066",2015,116259.1
"12066",2016,103517.985
"12066",1996,42177.8202676864
"12066",1997,4398.05607476635
"12066",1998,53831.7791411043
"12066",1999,100526.308523409
"12066",2000,103064.407665505
"12066",2001,55081.7617165443
"12066",2002,55995.6086714842
"12066",2003,101740.477173913
"12066",2004,34679.8983589201
"12066",2005,7360.52995391705
"12066",2006,144779.208333333
"12066",2007,61692.3675832127
"12066",2008,29338.0032512773
"12066",2009,147691.88951049
"12066",2010,164456.368638239
"12066",2011,221422.62072032
"12066",2012,174417.045731707
"12066",2013,187974.869098712
"12069",2014,684668.780735108
"12069",2015,590862.673417722
"12069",2016,933979.08125
"12069",1996,542875.411089866
"12069",1997,212282.560747664
"12069",1998,453525.220858896
"12069",1999,287470.228091236
"12069",2000,643451.550522648
"12069",2001,1051189.7515528
"12069",2002,1052169.74874931
"12069",2003,1201265.7375
"12069",2004,1690216.8660667
"12069",2005,1010016.56374808
"12069",2006,1285947.05803571
"12069",2007,982022.176555716
"12069",2008,1051524.53646075
"12069",2009,2319725.81118881
"12069",2010,2550487.44979367
"12069",2011,1332972.37216541
"12069",2012,1675875.52003484
"12069",2013,747275.186266094
"12112",2014,6575.34854245881
"12112",2016,1838.25
"12112",1996,3124.28298279159
"12112",1997,3054.20560747664
"12112",1998,0
"12112",1999,0
"12112",2000,0
"12112",2001,0
"12112",2002,0
"12112",2003,0
"12112",2004,2595.02382212811
"12112",2005,1756.98924731183
"12112",2006,7318.95833333333
"12112",2007,22358.1331403763
"12112",2008,56465.2113330237
"12112",2009,37593.4265734266
"12112",2010,46188.0330123796
"12112",2011,835.890173410405
"12112",2012,29025.5618466899
"12112",2013,22818.4944206009
"12153",2014,13039.8998732573
"12153",2015,30181.4278481013
"12153",2016,23424.41125
"12177",2014,52189.628643853
"12177",2015,87702.364556962
"12177",2016,44178.25375
"12186",2014,10921.2915082383
"12186",2015,22130.3582278481
"12186",2016,6433.875
"12186",1996,17495.9847036329
"12186",1997,32374.5794392523
"12186",1998,20299.6932515337
"12186",1999,16918.6674669868
"12186",2000,22616.9512195122
"12186",2001,25326.5386787126
"12186",2002,204348.548638132
"12186",2003,33967.6630434783
"12186",2004,33216.3049232398
"12186",2005,16565.8986175115
"12186",2006,20275.4598214286
"12186",2007,29913.3140376266
"12186",2008,19409.9163957269
"12186",2009,20567.8321678322
"12186",2010,20335.0962861073
"12186",2011,57948.8763895064
"12186",2012,23149.993902439
"12186",2013,36470.4592274678
"12291",2014,2647738.57034221
"12291",2015,1620833.88987342
"12291",2016,1470233.37125
"12291",1996,177771.701720841
"12291",1997,160574.859813084
"12291",1998,285112.950920245
"12291",1999,286749.345738295
"12291",2000,211608.693379791
"12291",2001,335237.566346697
"12291",2002,2633874.02834908
"12291",2003,498803.80923913
"12291",2004,618211.227633669
"12291",2005,2262466.2688172
"12291",2006,449020.525297619
"12291",2007,1103753.99421129
"12291",2008,1291334.33813284
"12291",2009,1362616.5958042
"12291",2010,902542.25997249
"12291",2011,1799936.36905291
"12291",2012,2152113.57360627
"12291",2013,2204517.76223176
"12331",2014,7403.73891001267
"12331",2015,7571.21139240506
"12331",2016,8984.9575
"12442",2014,354701.223067174
"12442",2015,13237.4683544304
"12442",2016,77138.07625
"12442",2001,83037.8317334839
"12442",2002,95560.3891050583
"12442",2003,277455.864130435
"12442",2004,78058.3165696135
"12442",2005,137685.207373272
"12442",2006,271798.392857143
"12442",2007,184989.609261939
"12442",2008,276747.840222945
"12442",2009,180975.212587413
"12442",2010,71653.2599724897
"12442",2011,251856.869719875
"12442",2012,21563.6759581882
"12442",2013,650874.09527897
"12579",2014,56175.2217997465
"12579",2015,29698.4670886076
"12579",2016,45499.75125
"12579",1996,64985.086042065
"12579",1997,20402.0934579439
"12579",1998,30073.6196319018
"12579",1999,16183.0732292917
"12579",2000,6803.58885017422
"12579",2001,40273.3483907397
"12579",2002,36466.6292384658
"12579",2003,7326.35869565217
"12579",2004,73309.4229751191
"12579",2005,174915.80952381
"12579",2006,45469.9404761905
"12579",2007,152716.335745297
"12579",2008,73058.6976312123
"12579",2009,72403.3398601399
"12579",2010,98031.0096286107
"12579",2011,96046.7234326367
"12579",2012,18393.175087108
"12579",2013,24855.0334763948
"12728",2014,346914.353612167
"12728",2015,594750.14556962
"12728",2016,518401.81875
"12738",2014,525080.411913815
"12738",2015,333695.893670886
"12738",2016,271576.9275
"12738",1997,754999.626168224
"12738",1998,680415.644171779
"12738",1999,1392332.77310924
"12738",2000,1857749.82578397
"12738",2001,914146.881987578
"12738",2002,535508.758198999
"12738",2003,222137.859782609
"12738",2004,1783454.77448385
"12738",2005,914347.244239631
"12738",2006,44994.5729166667
"12738",2007,377890.285094067
"12738",2008,957582.817928472
"12738",2009,1430624.13286713
"12738",2010,555722.950481431
"12738",2011,643529.721209426
"12738",2012,580582.760017422
"12738",2013,136512.284549356
"12813",2014,15112.9467680608
"12813",2015,7260.9582278481
"12813",2016,50166.86375
"12813",2010,26694.6602475928
"12813",2011,40075.866162739
"12813",2012,7390.36280487805
"12813",2013,10257.3824034335
"12871",2014,40925.5906210393
"12871",2015,49671.5316455696
"12871",2016,56127.9
"12871",1996,15308.9866156788
"12871",1997,16340
"12871",1998,71906.0245398773
"12871",1999,54389.8379351741
"12871",2000,34573.0487804878
"12871",2001,36074.4020327499
"12871",2002,60389.424680378
"12871",2003,52752.4467391304
"12871",2004,109150.594494441
"12871",2005,183980.619047619
"12871",2006,188058.324404762
"12871",2007,182115.329956585
"12871",2008,141350.866233163
"12871",2009,190683.229370629
"12871",2010,304972.502063274
"12871",2011,152058.993775011
"12871",2012,107620.890679442
"12871",2013,60219.9128755365
"13036",2014,20990.3764258555
"13036",2015,69267.1215189873
"13036",2016,29998.1975
"13036",1996,146747.571701721
"13036",1997,37948.5046728972
"13036",1998,96942.3128834356
"13036",1999,85932.118847539
"13036",2000,74796.7770034843
"13036",2001,45670.8074534161
"13036",2002,246085.032240133
"13036",2003,74329.2391304348
"13036",2004,66951.6146109052
"13036",2005,140337.006144393
"13036",2006,115841.360119048
"13036",2007,123673.227206946
"13036",2008,143364.71620994
"13036",2009,46371.3202797203
"13036",2010,69178.6602475928
"13036",2011,74195.8786127168
"13036",2012,49788.606271777
"13036",2013,44690.2506437768
"13065",2014,15301.4055766793
"13065",2015,5610.41139240506
"13065",2016,4082.9575
"13065",2006,44211.6145833333
"13065",2007,15804.3979739508
"13065",2008,10609.9953553182
"13065",2009,1896.81118881119
"13065",2010,1908.20632737276
"13065",2011,3814.3619386394
"13065",2012,9525.38022648083
"13065",2013,6092.78626609442
"13066",2014,12810.0215462611
"13066",2015,17517.9278481013
"13066",2016,19131.07625
"13066",2006,44211.6145833333
"13066",2007,15804.3979739508
"13066",2008,11179.2011147236
"13066",2009,3039.46853146853
"13066",2010,790.028885832187
"13066",2011,22341.2627834593
"13066",2012,13261.6607142857
"13066",2013,33846.9424892704
"13154",2014,77868.6945500634
"13154",2015,11582.7848101266
"13154",2016,12255
"13154",2001,1383.96386222473
"13154",2002,13814.9749861034
"13154",2003,11042.8206521739
"13154",2004,13182.7210164108
"13154",2005,12185.975422427
"13154",2006,12261.0788690476
"13154",2007,11894.3849493488
"13154",2008,2504.50534138412
"13154",2009,4471.21818181818
"13154",2010,23891.9119669876
"13154",2011,223085.682525567
"13154",2012,22737.9355400697
"13154",2013,4502.2660944206
"13167",2014,1346.13434727503
"13167",2015,3702.35443037975
"13167",2016,1021.25
"13167",1996,781.070745697897
"13167",1997,763.551401869159
"13167",1998,27066.2576687117
"13167",1999,7900.28211284514
"13167",2000,0
"13167",2001,1383.96386222473
"13167",2002,15667.8710394664
"13167",2003,23577.5543478261
"13167",2004,41260.8787718369
"13167",2005,34135.7910906298
"13167",2006,39634.2261904762
"13167",2007,34406.2228654124
"13167",2008,185674.918718068
"13167",2009,96440.2797202797
"13167",2010,94736.0385144429
"13167",2011,162234.621609604
"13167",2012,22804.1210801394
"13167",2013,18101.6343347639
"13228",2014,10354.8795944233
"13228",2015,2378.60759493671
"13228",2016,96508.125
"13228",1996,9685.27724665392
"13228",1997,7177.38317757009
"13228",1998,21051.5337423313
"13228",1999,588.475390156062
"13228",2000,1992.68292682927
"13228",2001,46155.1948051948
"13228",2002,4632.24013340745
"13228",2003,4848.71739130435
"13228",2004,9264.23504499735
"13228",2005,6450.66052227343
"13228",2006,6675.81398809524
"13228",2007,1820.81041968162
"13228",2008,2618.34649326521
"13228",2009,32480.034965035
"13228",2010,11462.7235213205
"13228",2011,33239.4397510004
"13228",2012,1227.6350174216
"13228",2013,5470.04291845494
"13328",2014,77661.5969581749
"13328",2015,5170.88607594937
"13328",2016,7148.75
"13328",2001,59510.4460756635
"13328",2002,13814.9749861034
"13328",2003,11042.8206521739
"13328",2004,13182.7210164108
"13328",2005,12672.9124423963
"13328",2006,10878.744047619
"13328",2007,7637.94500723589
"13328",2008,796.888063167673
"13328",2009,878.703496503496
"13328",2010,15283.6313617607
"13328",2011,221341.97421076
"13328",2012,22310.9320557491
"13328",2013,3807.99141630901
"13401",2014,201977.103929024
"13401",2015,198056.312658228
"13401",2016,89901.65875
"13401",1996,92166.3479923518
"13401",1997,216085.046728972
"13401",1998,129316.564417178
"13401",1999,164037.515006002
"13401",2000,176637.108013937
"13401",2001,218804.68661773
"13401",2002,171801.61200667
"13401",2003,211563.926086957
"13401",2004,175457.345685548
"13401",2005,1230833.71735791
"13401",2006,247608.141369048
"13401",2007,315276.871201158
"13401",2008,696201.256386437
"13401",2009,85.6993006993007
"13401",2010,103835.418156809
"13401",2011,239977.856825256
"13401",2012,401111.06054007
"13401",2013,209005.080257511
"13436",2014,189524.325728771
"13436",2015,71737.7708860759
"13436",2016,74494.06
"13436",1996,51394.4550669216
"13436",1997,45965.7943925234
"13436",1998,58493.1901840491
"13436",1999,44429.8919567827
"13436",2000,65231.8989547038
"13436",2001,53905.3924336533
"13436",2002,60265.4441356309
"13436",2003,47181.75
"13436",2004,26469.2429857067
"13436",2005,136048.697388633
"13436",2006,385672.630952381
"13436",2007,81547.4775687409
"13436",2008,555601.74175569
"13436",2009,147979.839160839
"13436",2010,248353.390646492
"13436",2011,917889.146731881
"13436",2012,136249.339285714
"13436",2013,144920.37167382
"13437",2014,12106.9252217997
"13437",2015,2996.01139240506
"13437",2016,9476.17875
"13437",1996,4686.42447418738
"13437",1997,9162.61682242991
"13437",1998,10525.7668711656
"13437",1999,6841.02641056423
"13437",2000,4270.03484320557
"13437",2001,4151.8915866742
"13437",2002,4087.27070594775
"13437",2003,5541.39130434783
"13437",2004,87841.5563790365
"13437",2005,17569.8924731183
"13437",2006,15805.0595238095
"13437",2007,18917.510853835
"13437",2008,948.296795169531
"13437",2009,16312.5762237762
"13437",2010,39817.2310866575
"13437",2011,9746.23966207203
"13437",2012,11414.8706445993
"13437",2013,4700.02918454936
"13476",2014,103.548795944233
"13476",2015,206.835443037975
"13476",2016,561.6875
"13476",1996,312.428298279159
"13476",1997,41918.9719626168
"13476",1998,3338.1717791411
"13476",1999,30453.6014405762
"13476",2000,8540.06968641115
"13476",2001,21174.6470920384
"13476",2002,5585.93663146192
"13476",2003,3996.19565217391
"13476",2004,3892.53573319217
"13476",2005,6902.45775729647
"13476",2006,2525.16220238095
"13476",2007,11114.0376266281
"13476",2008,455.364607524385
"13476",2010,2494.8280605227
"13476",2012,427.003484320557
"13476",2013,105.19313304721
"13504",2014,11183.2699619772
"13504",2015,15813.6037974684
"13504",2016,9888.76375
"13511",2014,970446.88973384
"13511",2015,1347687.00379747
"13511",2016,1363762.9525
"13511",1996,53643.9388145315
"13511",1997,79500.9719626168
"13511",1998,179494.398773006
"13511",1999,115194.057623049
"13511",2000,234268.344947735
"13511",2001,221019.02879729
"13511",2002,582511.00889383
"13511",2003,300794.978804348
"13511",2004,475830.055584966
"13511",2005,591313.476190476
"13511",2006,1513492.5
"13511",2007,351652.879884226
"13511",2008,236040.521133302
"13511",2009,598659.892307692
"13511",2010,949271.962861073
"13511",2011,1734099.3921743
"13511",2012,846763.922038327
"13511",2013,1386988.29012876
"13636",2014,157742.093789607
"13636",2015,55535.3164556962
"13636",2016,145528.125
"13636",1996,9997.70554493308
"13636",1997,10995.1401869159
"13636",1998,21051.5337423313
"13636",1999,3530.85234093637
"13636",2000,16226.1324041812
"13636",2001,47539.1586674195
"13636",2002,12806.7815453029
"13636",2003,287086.695652174
"13636",2004,1766925.77024881
"13636",2005,11470.6298003072
"13636",2006,30991.2901785714
"13636",2007,23221.2445730825
"13636",2008,2504.50534138412
"13636",2009,32394.3356643357
"13636",2010,9664.6492434663
"13636",2011,64844.1529568697
"13636",2012,1868.14024390244
"13636",2013,1347524.03433476
"13706",2014,724.841571609632
"13706",2015,316147.974683544
"13706",2016,13968.6575
"13810",2014,795155.346007605
"13810",2015,311990.582278481
"13810",2016,295215.80125
"13810",2006,76958.4821428571
"13810",2007,208441.410998553
"13810",2008,210139.382257315
"13810",2009,673174.862937063
"13810",2010,486268.960110041
"13810",2011,280351.243219208
"13810",2012,131305.706445993
"13810",2013,733811.517167382
"13839",2014,517.743979721166
"13839",2015,7239.24050632911
"13839",2016,6107.075
"13873",2014,51774.3979721166
"13873",2015,1034.17721518987
"13873",2016,96508.125
"13873",1996,9685.27724665392
"13873",1997,7177.38317757009
"13873",1998,21051.5337423313
"13873",1999,588.475390156062
"13873",2000,3416.02787456446
"13873",2001,3252.31507622812
"13873",2002,5722.17898832685
"13873",2003,8298.76630434783
"13873",2004,11236.4531498147
"13873",2005,7025.44700460829
"13873",2006,21820.7083333333
"13873",2007,10830.2749638205
"13873",2008,796.888063167673
"13873",2009,30555.8
"13873",2010,15283.6313617607
"13873",2011,5993.99733214762
"13873",2012,1067.50871080139
"13873",2013,1051.9313304721
"13943",2014,80279.3105196451
"13943",2015,88194.6329113924
"13943",2016,4547892.79625
"13943",1997,13301.0654205607
"13943",1998,19517.7791411043
"13943",1999,21729.4537815126
"13943",2000,37106.6027874564
"13943",2001,32614.492377188
"13943",2002,98230.7392996109
"13943",2003,68151.1206521739
"13943",2004,118635.40656432
"13943",2005,129096.039938556
"13943",2006,319588.029761905
"13943",2007,143768.353111433
"13943",2008,97181.6377148165
"13943",2009,99234.0769230769
"13943",2010,155072.668500688
"13943",2011,185370.361493997
"13943",2012,267825.12543554
"13943",2013,108955.891416309
"13947",2014,51293.9315589354
"13947",2015,24828.5265822785
"13947",2016,17054.875
"13947",1996,3905.35372848948
"13947",1997,4581.30841121495
"13947",1998,19998.9570552147
"13947",1999,18684.093637455
"13947",2000,28466.8989547038
"13947",2001,12455.6747600226
"13947",2002,13624.2356864925
"13947",2003,26907.7173913043
"13947",2004,37627.8454208576
"13947",2005,38716.5130568356
"13947",2006,79264.8050595238
"13947",2007,61127.2069464544
"13947",2008,58058.987459359
"13947",2009,418041.188811189
"13947",2010,26086.6863823934
"13947",2011,57935.7985771454
"13947",2012,6636.70165505226
"13947",2013,13717.1845493562
"13965",2014,77661.5969581749
"13965",2015,1034.17721518987
"13965",2016,5106.25
"13965",2001,0
"13965",2002,190.739299610895
"13965",2003,10763.0869565217
"13965",2004,12975.1191106405
"13965",2005,12472.113671275
"13965",2006,10684.2202380952
"13965",2007,5320.5499276411
"13965",2008,1707.61727821644
"13965",2009,1798.54265734266
"13965",2010,14609.3535075653
"13965",2011,223303.646064918
"13965",2013,653503.92360515
"14032",2014,21787.7021546261
"14032",2015,8283.75949367089
"14032",2016,5115.44125
"14032",2010,26694.6602475928
"14032",2011,35716.5953757225
"14032",2012,7390.36280487805
"14032",2013,10194.2665236052
"14065",2014,7351.96451204056
"14065",2015,11169.1139240506
"14065",1999,0
"14065",2000,270.435540069686
"14065",2001,0
"14065",2002,0
"14065",2003,0
"14065",2004,3114.02858655373
"14065",2005,6902.45775729647
"14065",2006,2737.92261904762
"14065",2007,14424.6020260492
"14065",2008,13205.5736182072
"14065",2009,5941.81818181818
"14065",2010,31713.5350756534
"14065",2011,16894.3539350823
"14065",2012,16693.7012195122
"14065",2013,6627.16738197425
"14163",2014,10553.6932826362
"14163",2015,6659.06708860759
"14163",2016,5118.505
"14163",2006,44211.6145833333
"14163",2007,15804.3979739508
"14163",2008,11748.4068741291
"14163",2009,2011.07692307692
"14163",2010,790.028885832187
"14163",2011,5993.99733214762
"14163",2012,10059.1345818815
"14163",2013,11426.078111588
"14171",2014,1276531.9531052
"14171",2015,351374.118987342
"14171",2016,246502.17625
"14171",1996,16824.2638623327
"14171",1997,17714.3925233645
"14171",1998,28043.6503067485
"14171",1999,15300.3601440576
"14171",2000,16525.0348432056
"14171",2001,17991.5302089215
"14171",2002,17030.2946081156
"14171",2003,19314.9456521739
"14171",2004,11184.5526733722
"14171",2005,60560.9093701997
"14171",2006,412051.275297619
"14171",2007,189500.25325615
"14171",2008,95198.5248490478
"14171",2009,71482.358041958
"14171",2010,220161.833562586
"14171",2011,2429891.32103157
"14171",2012,99016.7704703833
"14171",2013,640034.994849785
"14189",2014,207727.168567807
"14189",2015,302021.113924051
"14189",2016,381700.3575
"14189",1996,254066.692160612
"14189",1997,217474.710280374
"14189",1998,246182.650306748
"14189",1999,394013.697478992
"14189",2000,194941.324041812
"14189",2001,161508.582721626
"14189",2002,236380.489160645
"14189",2003,103248.375
"14189",2004,405044.293276866
"14189",2005,742927.843317972
"14189",2006,1129656.90327381
"14189",2007,339925.205499276
"14189",2008,247258.428239666
"14189",2009,489265.306293706
"14189",2010,323203.851444292
"14189",2011,481413.889728768
"14189",2012,264814.75087108
"14189",2013,437180.557081545
"14234",2014,87451.1001267427
"14234",2015,87982.6265822785
"14234",2016,102892.98
"14234",2002,108176.43135075
"14234",2003,168193.214673913
"14234",2004,209431.397564849
"14234",2005,270178.511520737
"14234",2006,229478.522321429
"14234",2007,167778.221418234
"14234",2008,146951.850905713
"14234",2009,445750.629370629
"14234",2010,474388.18431912
"14234",2011,329777.745220098
"14234",2012,113424.93554007
"14234",2013,506472.325751073
"14262",2015,457636.862025316
"14262",2016,514219.8
"14278",2014,8453.7237008872
"14278",2015,5610.41139240506
"14278",2016,4082.9575
"14278",2006,44211.6145833333
"14278",2007,15804.3979739508
"14278",2008,10951.5188109614
"14278",2009,2011.07692307692
"14278",2010,790.028885832187
"14278",2011,3814.3619386394
"14278",2012,9525.38022648083
"14278",2013,6092.78626609442
"14283",2014,54193.2978453739
"14283",2015,3412.78481012658
"14283",2016,15318.75
"14283",1996,9060.4206500956
"14283",1997,10384.2990654206
"14283",1998,21051.5337423313
"14283",1999,441.356542617047
"14283",2000,0
"14283",2001,4151.8915866742
"14283",2002,2724.8471372985
"14283",2003,7113.22826086957
"14283",2004,9445.88671254632
"14283",2005,46424.6758832565
"14283",2006,8926.21130952381
"14283",2007,5013.14037626628
"14283",2008,910.729215048769
"14283",2009,2759.51748251748
"14283",2010,4225.47455295736
"14283",2011,123694.308581592
"14283",2012,3416.02787456446
"14283",2013,1378030.04291845
"14383",2014,10820.8491761724
"14383",2015,98845.6240506329
"14383",2016,166175.7575
"14383",2001,13839.6386222473
"14383",2002,191829.238465814
"14383",2003,78858.2608695652
"14383",2004,167918.801482266
"14383",2005,170245.983102919
"14383",2006,257567.760416667
"14383",2007,140918.903039074
"14383",2008,222559.451927543
"14383",2009,172192.748251748
"14383",2010,65620.7207702889
"14383",2011,106093.752779013
"14383",2012,94636.7822299651
"14383",2013,174157.751072961
"14530",2014,6779.33967046895
"14530",2015,18304.9367088608
"14530",2016,19199.5
"14530",2010,12250.5048143054
"14530",2011,11606.5584704313
"14530",2012,7602.79703832753
"14530",2013,13954.9210300429
"14598",2014,109883.911280101
"14598",2015,212634.074683544
"14598",2016,780180.87375
"14598",2012,120762.990418118
"14598",2013,69242.3278969957
"14632",2014,167438.403041825
"14632",2015,160814.556962025
"14632",2016,19608
"14632",1996,11872.275334608
"14632",1997,41995.3271028037
"14632",1998,19186.9693251534
"14632",1999,22509.1836734694
"14632",2000,36266.8292682927
"14632",2001,34045.5110107284
"14632",2002,408454.585881045
"14632",2003,16600.1967391304
"14632",2004,17321.7840127051
"14632",2005,51270.2012288786
"14632",2006,232655.339285714
"14632",2007,47702.8683068017
"14632",2008,164841.987923827
"14632",2009,195680.06993007
"14632",2010,176121.375515818
"14632",2011,756705.109381948
"14632",2012,330459.06402439
"14632",2013,36428.3819742489
"14641",2014,5177.43979721166
"14641",2015,2068.35443037975
"14641",2016,7148.75
"14641",1996,9685.27724665392
"14641",1997,10995.1401869159
"14641",1998,21051.5337423313
"14641",1999,588.475390156062
"14641",2000,1992.68292682927
"14641",2001,4636.27893845285
"14641",2002,4632.24013340745
"14641",2003,9897.24456521739
"14641",2004,14039.0788777131
"14641",2005,6264.92165898617
"14641",2006,21083.9494047619
"14641",2007,16954.8191027496
"14641",2008,1495075.84765444
"14641",2009,31041.4293706294
"14641",2010,2921.87070151307
"14641",2011,33239.4397510004
"14641",2012,1494.51219512195
"14641",2013,6521.97424892704
"14652",2014,44525.9822560203
"14652",2015,35851.8215189873
"14652",2016,39729.68875
"14652",1996,781.070745697897
"14652",1997,0
"14652",1998,0
"14652",1999,5634.6518607443
"14652",2000,7828.39721254355
"14652",2001,691.981931112366
"14652",2002,681.211784324625
"14652",2003,666.032608695652
"14652",2004,3243.77977766014
"14652",2005,788.135176651306
"14652",2006,19115.6116071429
"14652",2007,87448.5586107091
"14652",2008,80542.6149558755
"14652",2009,90404.7636363636
"14652",2010,71810.5914718019
"14652",2011,130622.279679858
"14652",2012,144225.764372822
"14652",2013,61949.2879828326
"14653",2014,30396.7490494297
"14653",2015,21977.3
"14653",2016,33720.65375
"14690",2014,4969.30671736375
"14690",2015,4550.37974683544
"14690",2016,1037.59
"14690",1996,312.428298279159
"14690",1997,5955.70093457944
"14690",1998,5563.61963190184
"14690",1999,27599.4957983193
"14690",2000,34259.9128919861
"14690",2001,40550.1411631846
"14690",2002,38284.1022790439
"14690",2003,39961.9565217391
"14690",2004,38276.6013763896
"14690",2005,13493.6774193548
"14690",2006,30858.7708333333
"14690",2007,82172.9377713459
"14690",2008,3112.41709242917
"14690",2009,2856.64335664336
"14690",2010,141105.002751032
"14690",2011,11869.204535349
"14690",2012,2378.40940766551
"14690",2013,1671.51888412017
"14691",2014,100734.339670469
"14691",2015,127629.878481013
"14691",2016,49227.31375
"14751",2014,13039.8998732573
"14751",2015,29898.0632911392
"14751",2016,23424.41125
"14753",2014,48792.1926489227
"14753",2015,148745.708860759
"14753",2016,54800.275
"14753",1996,12793.9388145315
"14753",1997,360396.261682243
"14753",1998,83860.2883435583
"14753",1999,32027.7731092437
"14753",2000,43355.0871080139
"14753",2001,34828.8345567476
"14753",2002,625079.933296276
"14753",2003,80723.152173913
"14753",2004,282321.724192695
"14753",2005,181499.499231951
"14753",2006,166889.270833333
"14753",2007,204991.329956585
"14753",2008,89883.2814677195
"14753",2009,81216.6559440559
"14753",2010,70323.8088033012
"14753",2011,87541.7861271676
"14753",2012,67430.2552264808
"14753",2013,113586.493133047
"14787",2014,63435.0278833967
"14787",2015,72279.6797468354
"14787",2016,78513.7
"14787",1996,83574.5697896749
"14787",1997,110562.242990654
"14787",1998,145932.239263804
"14787",1999,108279.471788715
"14787",2000,30601.9163763066
"14787",2001,21313.0434782609
"14787",2002,96868.3157309616
"14787",2003,71894.2239130435
"14787",2004,158815.45791424
"14787",2005,47648.2933947773
"14787",2006,1195908.06547619
"14787",2007,64253.3256150506
"14787",2008,30721.1732466326
"14787",2009,66546.0783216783
"14787",2010,153501.601100413
"14787",2011,2365950.62694531
"14787",2012,83430.0757839721
"14787",2013,38900.4206008584
"14801",2015,71513.3544303797
"14801",2016,527438.86
"14807",2014,53304.8491761724
"14807",2015,12750.3708860759
"14807",2016,18357.99
"14807",1996,0
"14807",1997,0
"14807",1998,0
"14807",1999,4899.05762304922
"14807",2000,18503.4843205575
"14807",2001,29063.2411067194
"14807",2002,0
"14807",2003,36898.2065217391
"14807",2004,146.618845950238
"14807",2006,11438
"14807",2008,12048.9475150952
"14807",2009,1208.93146853147
"14807",2010,1235.0522696011
"14807",2011,902.369052912405
"14807",2012,5891.58057491289
"14902",2014,776511.385297845
"14902",2015,1444924.48227848
"14902",2016,1671745.4
"14902",2001,226970.073404856
"14902",2002,204363.535297387
"14902",2003,179828.804347826
"14902",2004,129751.191106405
"14902",2005,403480.030721966
"14902",2006,365341.245535714
"14902",2007,355294.500723589
"14902",2008,376681.018578727
"14902",2009,7671470.02797203
"14902",2010,1393394.06189821
"14902",2011,1117118.7198755
"14902",2012,1072128.88850174
"14902",2013,967459.140772532
"14926",2014,9788.46768060836
"14926",2015,7973.50632911392
"14926",2016,19526.3
"14926",1996,3749.1395793499
"14926",1997,6108.41121495327
"14926",1998,13533.1288343558
"14926",1999,1765.42617046819
"14926",2000,1850.34843205575
"14926",2001,22558.6109542631
"14926",2002,4530.05836575875
"14926",2003,801.903260869565
"14926",2004,42363.7638962414
