"speciesid","speciesname","taxon","conservation_status","listed"
"48737","Sclerophora amabilis","Fungi","4",0
"48738","Brigantiaea praetermissa","Fungi","UNK",0
"48739","Physaria curvipes","Plants","3",0
"48733","Physaria eriocarpa","Plants","UNK",0
"48734","Physaria pachyphylla","Plants","2 ",0
"48735","Physaria pycnantha","Plants","UNK",0
"48665","Paruroctonus boreus","Invertebrates","UNK",0
"48869","Rana sp. 3","Amphibians","UNK",0
"48740","Douglasia conservatorum","Plants","1",0
"45063","Entephria separata","Invertebrates","4",0
"45064","Vertigo sp. 3","Invertebrates","UNK",0
"45062","Carpiodes sp. cf. cyprinus","Fishes","UNK",0
"45065","Carpiodes sp. cf. velifer","Fishes","UNK",0
"46235","Perlesta sp. 2","Invertebrates","UNK",0
"49538","Apameine new genus 2 sp. 4","Invertebrates","UNK",0
"1","Icelinus tenuis","Fishes","UNK",0
"2","Micropterus treculii","Fishes","3",0
"3","Melozone fusca","Birds","5",0
"4","Stomias boa","Fishes","5",0
"5","Blarina shermani","Mammals","1",0
"6","Recurvirostra americana","Birds","5",0
"7","Dryobates nuttallii","Birds","4",0
"8","Thoburnia hamiltoni","Fishes","3",0
"9","Podiceps nigricollis","Birds","5",0
"10","Lethenteron camtschaticum","Fishes","4",0
"11","Balaena mysticetus","Mammals","3",1
"12","Tringa flavipes","Birds","5",0
"17","Sternotherus minor","Reptiles","5",0
"19","Stercorarius longicaudus","Birds","5",0
"20","Eudocimus albus","Birds","5",0
"21","Notropis uranoscopus","Fishes","3",0
"24","Plectobranchus evides","Fishes","UNK",0
"32","Ameiurus platycephalus","Fishes","4",0
"33","Lythrurus fumeus","Fishes","5",0
"36","Eleutherodactylus marnockii","Amphibians","5",0
"48","Isurus paucus","Fishes","2 ",0
"49","Crotalus ruber","Reptiles","4",0
"50","Crotalus scutulatus","Reptiles","5",0
"51","Xantusia arizonae","Reptiles","1",0
"54","Calidris canutus","Birds","4",1
"55","Fundulus blairae","Fishes","4",0
"56","Leptodactylus fragilis","Amphibians","5",0
"58","Plethodon hoffmani","Amphibians","5",0
"61","Sitta pygmaea","Birds","5",0
"64","Setophaga virens","Birds","5",0
"65","Setophaga occidentalis","Birds","4",0
"67","Hybopsis rubrifrons","Fishes","4",0
"68","Aimophila ruficeps","Birds","5",0
"70","Clevelandia ios","Fishes","5",0
"74","Senticolis triaspis","Reptiles","5",0
"75","Blepsias bilobus","Fishes","UNK",0
"77","Tyrannus forficatus","Birds","5",0
"78","Gyrinophilus palleucus","Amphibians","2 ",0
"79","Dibranchus atlanticus","Fishes","5",0
"83","Sayornis saya","Birds","5",0
"84","Gambusia georgei","Fishes","Extinct",1
"88","Opsanus tau","Fishes","UNK",0
"94","Plestiodon reynoldsi","Reptiles","3",1
"99","Enophrys taurina","Fishes","UNK",0
"103","Coccyzus minor","Birds","5",0
"106","Uria aalge","Birds","5",0
"107","Ambystoma barbouri","Amphibians","4",0
"108","Pallasina barbata","Fishes","UNK",0
"110","Empidonax occidentalis","Birds","5",0
"112","Gavia adamsii","Birds","4",0
"113","Trachinotus carolinus","Fishes","5",0
"114","Chondrohierax uncinatus","Birds","4",0
"115","Anaxyrus terrestris","Amphibians","5",0
"118","Stenella frontalis","Mammals","5",0
"121","Leptagonus frenatus","Fishes","UNK",0
"123","Macrhybopsis aestivalis","Fishes","3",0
"127","Lepidochelys kempii","Reptiles","1",1
"129","Peromyscus keeni","Mammals","5",0
"131","Sylvilagus palustris","Mammals","5",1
"132","Aphredoderus sayanus","Fishes","5",0
"137","Rhinichthys deaconi","Fishes","Extinct",0
"140","Somateria spectabilis","Birds","5",0
"141","Chasmistes liorus","Fishes","2 ",1
"145","Neotoma micropus","Mammals","5",0
"148","Chionactis occipitalis","Reptiles","5",0
"150","Vireo cassinii","Birds","5",0
"151","Starksia starcki","Fishes","2 ",0
"158","Etheostoma nuchale","Fishes","1",1
"159","Etheostoma nigrum","Fishes","5",0
"161","Plethodon meridianus","Amphibians","2 ",0
"164","Mareca penelope","Birds","5",0
"165","Lithobates yavapaiensis","Amphibians","4",0
"167","Lampadena speculigera","Fishes","5",0
"168","Pantherophis guttatus","Reptiles","5",0
"171","Prosopium coulterii","Fishes","5",0
"173","Pristis pectinata","Fishes","2 ",1
"174","Etheostoma barbouri","Fishes","4",0
"175","Alligator mississippiensis","Invertebrates","5",1
"177","Plethodon vandykei","Amphibians","3",0
"179","Plethodon vehiculum","Amphibians","5",0
"181","Asemichthys taylori","Fishes","UNK",0
"194","Etheostoma raneyi","Fishes","2 ",0
"204","Artedius notospilotus","Fishes","UNK",0
"206","Chloroceryle americana","Birds","5",0
"209","Ardea herodias","Birds","5",0
"211","Ardenna carneipes","Birds","4",0
"216","Taricha rivularis","Amphibians","2 ",0
"220","Podilymbus podiceps","Birds","5",0
"221","Anhinga anhinga","Birds","5",0
"222","Hydrolagus colliei","Fishes","5",0
"223","Batrachoseps wrightorum","Amphibians","3",0
"224","Batrachoseps stebbinsi","Amphibians","2 ",0
"229","Plestiodon multivirgatus","Reptiles","5",0
"231","Gerres cinereus","Fishes","UNK",0
"232","Plestiodon septentrionalis","Reptiles","5",0
"234","Fundulus luciae","Fishes","4",0
"236","Coturnicops noveboracensis","Birds","4",0
"237","Spatula cyanoptera","Birds","5",0
"238","Ichthyomyzon unicuspis","Fishes","5",0
"239","Necturus alabamensis","Amphibians","1",0
"240","Sciurus nayaritensis","Mammals","5",0
"241","Brachyramphus marmoratus","Birds","3",1
"242","Noturus trautmani","Fishes","Extinct",1
"243","Ochotona collaris","Mammals","5",0
"244","Desmognathus aeneus","Amphibians","3",0
"245","Sorex alaskanus","Mammals","Prob. Extinct",0
"246","Necturus louisianensis","Amphibians","4",0
"247","Noturus leptacanthus","Fishes","5",0
"248","Kinosternon sonoriense","Reptiles","4",0
"249","Notropis chalybaeus","Fishes","4",0
"250","Thunnus albacares","Fishes","UNK",0
"251","Rhinichthys cobitis","Fishes","2 ",1
"252","Elgaria panamintina","Reptiles","3",0
"253","Fundulus notatus","Fishes","5",0
"254","Aplatophis chauliodus","Fishes","UNK",0
"255","Cottus bendirei","Fishes","4",0
"256","Phyllorhynchus browni","Reptiles","5",0
"257","Lepophidium profundorum","Fishes","5",0
"258","Prionotus evolans","Fishes","5",0
"259","Ambystoma mavortium","Amphibians","5",1
"260","Richardsonius balteatus","Fishes","5",0
"261","Glyptemys insculpta","Reptiles","3",0
"262","Ammocrypta vivax","Fishes","5",0
"263","Stercorarius parasiticus","Birds","5",0
"264","Coregonus johannae","Fishes","Extinct",0
"265","Zenaida asiatica","Birds","5",0
"266","Sorex bendirii","Mammals","4",0
"267","Scarus taeniopterus","Fishes","UNK",0
"268","Pseudopleuronectes americanus","Fishes","5",0
"269","Pseudemys alabamensis","Reptiles","1",1
"270","Centropomus undecimalis","Fishes","5",0
"271","Citharichthys arctifrons","Fishes","5",0
"272","Leptagonus leptorhynchus","Fishes","UNK",0
"273","Taricha granulosa","Amphibians","5",0
"274","Thomomys monticola","Mammals","5",0
"275","Tursiops truncatus","Mammals","5",0
"276","Fratercula arctica","Birds","5",0
"277","Synaphobranchus kaupii","Fishes","5",0
"278","Microdesmus longipinnis","Fishes","5",0
"279","Plethodon websteri","Amphibians","3",0
"280","Terrapene carolina","Reptiles","5",0
"281","Cyprinella sp. 1","Fishes","2 ",0
"282","Hemignathus hanapepe","Birds","1",1
"283","Glaucidium gnoma","Birds","4",0
"284","Pagophila eburnea","Birds","4",0
"285","Sebastes nebulosus","Fishes","UNK",0
"286","Cyanocitta stelleri","Birds","5",0
"287","Sphyrna tiburo","Fishes","UNK",0
"288","Pseudobranchus striatus","Amphibians","5",0
"289","Lithobates septentrionalis","Amphibians","5",0
"290","Fundulus majalis","Fishes","5",0
"291","Lithobates sylvaticus","Amphibians","5",0
"292","Ammospiza leconteii","Birds","5",0
"296","Rhinichthys osculus","Fishes","5",1
"298","Rhinichthys osculus","Fishes","5",1
"294","Rhinichthys osculus","Fishes","5",1
"293","Rhinichthys osculus","Fishes","5",1
"297","Rhinichthys osculus","Fishes","5",1
"295","Rhinichthys osculus","Fishes","5",1
"299","Antilocapra americana","Mammals","5",1
"300","Sistrurus tergeminus","Reptiles","3",0
"301","Aplodinotus grunniens","Fishes","5",0
"302","Ammodytes americanus","Fishes","5",0
"303","Catharus guttatus","Birds","5",0
"304","Necturus lewisi","Amphibians","2 ",0
"305","Ammodramus savannarum","Birds","5",1
"306","Hemicaranx amblyrhynchus","Fishes","5",0
"307","Lycodes concolor","Fishes","UNK",0
"308","Asio flammeus","Birds","5",0
"309","Thomomys bottae","Mammals","5",0
"310","Echiodon dawsoni","Fishes","UNK",0
"311","Thamnophis atratus","Reptiles","5",0
"312","Oxyura jamaicensis","Birds","5",0
"313","Notropis stilbius","Fishes","4",0
"314","Micropterus cataractae","Fishes","3",0
"315","Phenacobius crassilabrum","Fishes","3",0
"316","Numenius borealis","Birds","Prob. Extinct",1
"317","Crotalus tigris","Reptiles","5",0
"318","Protonotaria citrea","Birds","5",0
"319","Ameiurus brunneus","Fishes","4",0
"320","Lepus townsendii","Mammals","5",0
"321","Moxostoma duquesnei","Fishes","5",0
"322","Pogonichthys ciscoides","Fishes","Extinct",0
"323","Selasphorus calliope","Birds","5",0
"324","Notropis asperifrons","Fishes","4",0
"325","Loxops ochraceus","Birds","Prob. Extinct",1
"326","Pseudocaranx dentex","Fishes","UNK",0
"327","Paralichthys squamilentus","Fishes","UNK",0
"328","Spea hammondii","Amphibians","2 ",0
"329","Cottus leiopomus","Fishes","2 ",0
"330","Phyllodactylus nocticolus","Reptiles","5",0
"331","Plethodon caddoensis","Amphibians","2 ",0
"332","Ictidomys tridecemlineatus","Mammals","5",0
"333","Ambystoma jeffersonianum","Amphibians","4",0
"334","Novumbra hubbsi","Fishes","3",0
"335","Diadophis punctatus","Reptiles","5",0
"336","Puffinus nativitatis","Birds","3",0
"337","Emydoidea blandingii","Reptiles","4",0
"338","Accipiter cooperii","Birds","5",0
"339","Fundulus catenatus","Fishes","5",0
"340","Chloroscombrus chrysurus","Fishes","5",0
"341","Psychrolutes sigalutes","Fishes","UNK",0
"342","Larus delawarensis","Birds","5",0
"343","Larus canus","Birds","5",0
"344","Myotis thysanodes","Mammals","4",0
"346","Calidris himantopus","Birds","5",0
"347","Myotis sodalis","Mammals","2 ",1
"350","Etheostoma chuckwachatte","Fishes","3",0
"352","Percina aurantiaca","Fishes","4",0
"355","Catostomus clarkii","Fishes","3",0
"356","Morone americana","Fishes","5",0
"357","Numenius americanus","Birds","5",0
"358","Gobiosoma ginsburgi","Fishes","UNK",0
"359","Etheostoma exile","Fishes","5",0
"360","Plethodon dorsalis","Amphibians","5",0
"361","Icterus parisorum","Birds","5",0
"362","Icterus galbula","Birds","5",0
"363","Dryobates albolarvatus","Birds","4",0
"364","Platichthys stellatus","Fishes","5",0
"365","Crotalus horridus","Reptiles","4",0
"366","Eurycea longicauda","Amphibians","5",0
"367","Aspidoscelis hyperythra","Reptiles","5",0
"368","Dipodomys merriami","Mammals","5",1
"370","Chaetodipus spinatus","Mammals","5",0
"371","Hippocampus erectus","Fishes","UNK",0
"374","Chaetodipus eremicus","Mammals","5",0
"383","Tachycineta thalassina","Birds","5",0
"387","Dasypus novemcinctus","Mammals","5",0
"395","Paralichthys lethostigma","Fishes","5",0
"404","Myotis lucifugus","Mammals","3",0
"405","Cottus confusus x cognatus","Fishes",NA,0
"407","Esox lucius x E. masquinongy","Fishes",NA,0
"412","Halichoerus grypus","Mammals","5",0
"416","Egretta thula","Birds","5",0
"418","Crotaphytus reticulatus","Reptiles","3",0
"419","Pterodroma sandwichensis","Birds","2 ",1
"420","Menidia clarkhubbsi","Fishes","1",0
"421","Cardellina rubrifrons","Birds","5",0
"422","Anous minutus","Birds","5",0
"423","Microtus pinetorum","Mammals","5",0
"427","Anas fulvigula","Birds","4",0
"428","Scaphirhynchus suttkusi","Fishes","1",1
"436","Neotoma floridana","Mammals","5",1
"437","Lythrurus bellus","Fishes","5",0
"440","Etropus microstomus","Fishes","UNK",0
"441","Scaphiopus holbrookii","Amphibians","5",0
"445","Notropis petersoni","Fishes","5",0
"449","Cephalopholis fulva","Fishes","UNK",0
"452","Cottus klamathensis","Fishes","4",0
"454","Sorex tenellus","Mammals","4",0
"456","Chesnonia verrucosa","Fishes","UNK",0
"457","Crotalus cerastes","Reptiles","5",0
"459","Rallus obsoletus","Birds","3",1
"458","Rallus obsoletus","Birds","3",1
"460","Rallus obsoletus","Birds","3",1
"461","Globicephala macrorhynchus","Mammals","5",0
"462","Stelgidopteryx serripennis","Birds","5",0
"463","Hemilepidotus jordani","Fishes","UNK",0
"464","Mylocheilus caurinus","Fishes","5",0
"465","Plestiodon callicephalus","Reptiles","4",0
"466","Malacoraja senta","Fishes","UNK",0
"467","Peromyscus truei","Mammals","5",0
"468","Batrachoseps campi","Amphibians","3",0
"469","Sceloporus variabilis","Reptiles","5",0
"470","Geomys lutescens","Mammals","UNK",0
"471","Gavia immer","Birds","5",0
"472","Plethodon idahoensis","Amphibians","4",0
"473","Moxostoma robustum","Fishes","1",0
"474","Spea bombifrons","Amphibians","5",0
"475","Hybopsis amnis","Fishes","4",0
"476","Chlamydoselachus anguineus","Fishes","UNK",0
"477","Notropis bifrenatus","Fishes","3",0
"478","Catostomus sp. 1","Fishes","1",0
"479","Fundulus escambiae","Fishes","4",0
"480","Fundulus bifax","Fishes","2 ",0
"481","Neotamias panamintinus","Mammals","4",0
"482","Etheostoma mariae","Fishes","3",0
"483","Aspidoscelis gularis","Reptiles","5",0
"484","Cyprinella pyrrhomelas","Fishes","4",0
"485","Clemmys guttata","Reptiles","5",0
"486","Noturus munitus","Fishes","3",0
"487","Kajikia albida","Fishes","UNK",0
"488","Eucinostomus gula","Fishes","UNK",0
"489","Taricha sierrae","Amphibians","4",0
"490","Plethodon amplus","Amphibians","2 ",0
"491","Etheostoma euzonum","Fishes","3",0
"492","Somateria mollissima","Birds","5",0
"493","Tringa semipalmata","Birds","5",0
"494","Gymnothorax polygonius","Fishes","UNK",0
"495","Vireo philadelphicus","Birds","5",0
"496","Somateria fischeri","Birds","3",1
"497","Apalone spinifera","Reptiles","5",0
"498","Histriophoca fasciata","Mammals","5",0
"499","Thryomanes bewickii","Birds","5",0
"501","Aythya collaris","Birds","5",0
"505","Centronyx henslowii","Birds","4",0
"509","Drepanis pacifica","Birds","Extinct",0
"510","Pseudemys floridana","Reptiles","5",0
"512","Plethodon cinereus","Amphibians","5",0
"513","Rhizoprionodon terraenovae","Fishes","UNK",0
"514","Vireo plumbeus","Birds","5",0
"517","Gila coerulea","Fishes","3",0
"520","Rana aurora","Amphibians","4",0
"524","Desmognathus ochrophaeus","Amphibians","5",0
"525","Rhynchopsitta pachyrhyncha","Birds","2 ",1
"526","Etheostoma bellum","Fishes","4",0
"527","Histrio histrio","Fishes","UNK",0
"528","Ogcocephalus rostellum","Fishes","UNK",0
"529","Moho sp. 1","Birds","Prob. Extinct",0
"530","Empidonax oberholseri","Birds","5",0
"531","Tyrannus vociferans","Birds","5",0
"532","Empidonax wrightii","Birds","5",0
"533","Luxilus cornutus","Fishes","5",0
"534","Microgobius gulosus","Fishes","5",0
"535","Evorthodus lyricus","Fishes","5",0
"536","Plestiodon laticeps","Reptiles","5",0
"537","Hemitripterus americanus","Fishes","5",0
"539","Ursus americanus","Mammals","5",1
"538","Ursus americanus","Mammals","5",1
"540","Calcarius lapponicus","Birds","5",0
"541","Phalacrocorax penicillatus","Birds","5",0
"542","Neurotrichus gibbsii","Mammals","5",0
"544","Chaetodipus penicillatus","Mammals","5",0
"552","Rhadinaea flavilata","Reptiles","4",0
"556","Myiarchus tyrannulus","Birds","5",0
"559","Acipenser transmontanus","Fishes","4",1
"561","Pluvialis dominica","Birds","5",0
"562","Pachyramphus aglaiae","Birds","4",0
"563","Xerospermophilus spilosoma","Mammals","5",0
"564","Puffinus opisthomelas","Birds","2 ",0
"565","Fundulus lineolatus","Fishes","5",0
"566","Puffinus puffinus","Birds","5",0
"567","Fundulus jenkinsi","Fishes","3",0
"569","Cottus specus","Fishes","2 ",1
"575","Lipogramma anabantoides","Fishes","UNK",0
"581","Syngnathus pelagicus","Fishes","5",0
"586","Pseudemys texana","Reptiles","5",0
"587","Cophosaurus texanus","Reptiles","5",0
"588","Dryobates scalaris","Birds","5",0
"589","Passerina ciris","Birds","5",0
"590","Thomomys bulbivorus","Mammals","3",0
"591","Lepomis microlophus","Fishes","5",0
"592","Lepomis punctatus","Fishes","5",0
"593","Sebastes proriger","Fishes","5",0
"594","Moxostoma anisurum","Fishes","5",0
"595","Minytrema melanops","Fishes","5",0
"596","Pteronotropis euryzonus","Fishes","3",0
"597","Myotis auriculus","Mammals","5",0
"598","Cardellina canadensis","Birds","5",0
"599","Syngnathus floridae","Fishes","UNK",0
"600","Notropis amabilis","Fishes","4",0
"601","Haemorhous mexicanus","Birds","5",0
"602","Spizella breweri","Birds","5",0
"603","Oreomystis bairdi","Birds","1",1
"604","Tyto alba","Birds","5",0
"605","Necturus beyeri complex","Amphibians","4",0
"606","Sciurus arizonensis","Mammals","4",0
"607","Neotamias quadrimaculatus","Mammals","4",0
"608","Ammocrypta pellucida","Fishes","4",0
"609","Ambloplites cavifrons","Fishes","3",0
"610","Nerodia rhombifer","Reptiles","5",0
"611","Agonostomus monticola","Fishes","5",0
"612","Strix nebulosa","Birds","5",0
"613","Smilisca baudinii","Amphibians","5",0
"614","Anas wyvilliana","Birds","2 ",1
"615","Cottus echinatus","Fishes","Extinct",0
"616","Noturus taylori","Fishes","1",0
"617","Regina grahamii","Reptiles","5",0
"618","Etheostoma rafinesquei","Fishes","4",0
"619","Moxostoma erythrurum","Fishes","5",0
"620","Anisotremus davidsonii","Fishes","UNK",0
"621","Pyrocephalus rubinus","Birds","5",0
"622","Anchoa cubana","Fishes","UNK",0
"623","Sceloporus woodi","Reptiles","2 ",0
"624","Tyrannus couchii","Birds","5",0
"625","Megascops trichopsis","Birds","5",0
"626","Cardellina pusilla","Birds","5",0
"627","Buteo platypterus","Birds","5",0
"628","Opisthonema oglinum","Fishes","5",0
"629","Plestiodon skiltonianus","Reptiles","5",0
"630","Sorex fumeus","Mammals","5",0
"631","Uria lomvia","Birds","5",0
"632","Arctocephalus townsendi","Mammals","1",1
"633","Ophisaurus ventralis","Reptiles","5",0
"634","Carcharhinus perezii","Fishes","4",0
"635","Melanitta perspicillata","Birds","5",0
"636","Eurycea spelaea","Amphibians","4",0
"637","Iotichthys phlegethontis","Fishes","2 ",0
"638","Geomys streckeri","Mammals","1",0
"639","Plethodon shermani","Amphibians","3",0
"640","Larus californicus","Birds","5",0
"641","Ardenna gravis","Birds","5",0
"642","Gavia pacifica","Birds","5",0
"643","Callisaurus draconoides","Reptiles","5",0
"644","Etheostoma coosae","Fishes","4",0
"645","Notropis atherinoides","Fishes","5",0
"646","Sylvilagus robustus","Mammals","1",0
"647","Oncorhynchus gilae","Fishes","2 ",1
"648","Syngnathus scovelli","Fishes","5",0
"649","Mustela frenata","Mammals","5",0
"650","Pseudorca crassidens","Mammals","4",1
"651","Globicephala melas","Mammals","5",0
"652","Limnodromus scolopaceus","Birds","5",0
"653","Anaxyrus cognatus","Amphibians","5",0
"654","Alosa aestivalis","Fishes","3",0
"655","Nemichthys scolopaceus","Fishes","5",0
"656","Aneides lugubris","Amphibians","5",0
"657","Fratercula cirrhata","Birds","5",0
"658","Percina brucethompsoni","Fishes","2 ",0
"659","Atherinops affinis","Fishes","UNK",0
"660","Lophiodes caulinaris","Fishes","UNK",0
"661","Coleonyx switaki","Reptiles","4",0
"662","Eucinostomus lefroyi","Fishes","UNK",0
